city,lat,lng,country,iso2,admin,capital,population,population_proper
CHUM CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HEALESVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HEALESVILLE MAIN STREET,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HEALESVILLE POST SHOP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT TOOLEBEWONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOOLANGI,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FERNSHAW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NARBETHONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CAMBARVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARYSVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COCKATOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT BURNETT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NANGANA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
AVONSLEIGH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLEMATIS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EMERALD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MACCLESFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GEMBROOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TREMONT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FERNY CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SASSAFRAS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SASSAFRAS GULLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OLINDA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SHERBROOKE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KALLISTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THE PATCH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MONBULK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SILVAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT EVELYN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GILDEROY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLADYSDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
POWELLTOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THREE BRIDGES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARRA JUNCTION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BIG PATS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EAST WARBURTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MCMAHONS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MILLGROVE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
REEFTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WARBURTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WESBURN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MONASH UNIVERSITY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ENDEAVOUR HILLS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HALLAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NARRE WARREN EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NARRE WARREN NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FOUNTAIN GATE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NARRE WARREN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NARRE WARREN SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BERWICK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HARKAWAY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BEACONSFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GUYS HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BEACONSFIELD UPPER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEWHURST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OFFICER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OFFICER SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PAKENHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PAKENHAM SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PAKENHAM UPPER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RYTHDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARYKNOLL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NAR NAR GOON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NAR NAR GOON NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TYNONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TYNONG NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CORA LYNN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GARFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GARFIELD NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
VERVALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNYIP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNYIP NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
IONA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TONIMBUK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LABERTOUCHE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LONGWARRY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LONGWARRY NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MODELLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ATHLONE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DROUIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DROUIN EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DROUIN SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DROUIN WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HALLORA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JINDIVICK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RIPPLEBROOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TARAGO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BONA VISTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LILLICO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WARRAGUL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRANDY CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRAVINGTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BULN BULN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BULN BULN EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CROSSOVER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ELLINBANK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FERNDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LARDNER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NAYOOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEERIM JUNCTION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEERIM NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NILMA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NILMA NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROKEBY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEAVIEW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SHADY CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TETOORA ROAD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TORWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WARRAGUL SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WARRAGUL WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLOVERLEA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DARNUM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GAINSBOROUGH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALLAMBEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARRAGON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARRAGON SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHILDERS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NARRACAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THORPDALE SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TRAFALGAR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TRAFALGAR EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TRAFALGAR SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ABERFELDY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
AMOR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOOLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARINGAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COALVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COOPERS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ERICA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FUMINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FUMINA SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HERNES OAK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HILL END,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JACOB CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JERICHO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOE SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOONDARRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEWBOROUGH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEWBOROUGH EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RAWSON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TANJIL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TANJIL SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THALLOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THALOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THOMSON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOOMBON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALHALLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALHALLA EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WESTBURY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLOW GROVE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YALLOURN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YALLOURN NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEERIM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEERIM EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEERIM SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NAYOOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEERIM JUNCTION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEERIM NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ADA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BAW BAW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BAW BAW VILLAGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GENTLE ANNIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ICY CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LOCH VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MT BAW BAW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NOOJEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PIEDMONT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TANJIL BREN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOORONGO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
VESPER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THORPDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DRIFFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HAZELWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HAZELWOOD NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HAZELWOOD SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JEERALANG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JEERALANG JUNCTION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARYVALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MID VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MORWELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MORWELL EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MORWELL UPPER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GIPPSLAND MC,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHURCHILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BLACKWARRY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CALLIGNEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CALLIGNEE NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CALLIGNEE SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARRAJUNG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARRAJUNG LOWER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARRAJUNG SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FLYNN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FLYNNS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KOORNALLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LOY YANG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT TASSIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TRARALGON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TRARALGON EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TRARALGON SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TYERS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLUNG SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HIAMDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NAMBROK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSEDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLUNG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLUNG SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GIFFARD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GUTHRIDGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALE NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WURRUK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
AIRLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNDALAGUAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLYDEBANK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COBAINS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DARRIMAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DUTSON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DUTSON DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FLAMINGO BEACH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FULHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GIFFARD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GIFFARD WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLOMAR BEACH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GOLDEN BEACH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KILMANY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE WELLINGTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LOCH SPORT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LONGFORD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MONTGOMERY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MYRTLEBANK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARADISE BEACH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PEARSONDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEACOMBE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEASPRAY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SOMERTON PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STRADBROKE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THE HEART,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THE HONEYSUCKLES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EAST SALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EAST SALE RAAF,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALE EAST RAAF,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENGARRY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENGARRY NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENGARRY WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOONGABBIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COWWARR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ARBUCKLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BILLABONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BURAGWONDUC,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CROOKAYAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DAWSON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DENISON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GILLUM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLEN FALLOCH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENFALLOCH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENMAGGIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HEYFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOWITT PLAINS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LICOLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LICOLA NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
REYNARD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SARGOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEATON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TAMBORITHA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WINNINDOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WORROWING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YANGOURA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAFFRA WEST UPPER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MEWBURN PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEWRY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TINAMBA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TINAMBA WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOISDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRIAGOLONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUSHY PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COONGULLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KOOROOL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAFFRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MONOMAK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOROKA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NAP NAP MARRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NUNTIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RIVERSLEA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOOLOME,-37.813938,144.963425,Australia,AU,Victoria,admin,,
VALENCIA CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOOLENOOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WRATHUNG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WRIXON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUDGEE BUDGEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CASTLEBURN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COBBANNAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COWA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CROOKED RIVER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DARGO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HAWKHURST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOLLANDS LANDING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LLOWALONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MEERLIEU,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MIOWERA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOORNAPA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MUNRO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PERRY BRIDGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STOCKDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STRATFORD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WATERFORD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WONGUNGARRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FERNBANK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENALADALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THE FINGERBOARD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LINDENOW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JUMBUK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YINNAR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YINNAR SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOOLARRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOOLARRA SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUDGEREE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUDGEREE EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GRAND RIDGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JOHNSTONES HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MIRBOO EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALLAMBEE RESERVE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALLAMBEE SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BAROMI,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DARLIMURLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DELBURN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DOLLAR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LIMONITE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MIRBOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MIRBOO NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TARWIN EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GORMANDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARRAJUNG SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHERRILONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MCLOUGHLINS BEACH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
